path,reason
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.oshi\oshi-parent\6.2.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.oshi\oshi-parent\6.4.10\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.oshi\oshi-parent\6.4.5\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.oshi\oshi-parent\6.6.5\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.oshi\oshi-parent\6.9.0\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.stephenc.jcip\jcip-annotations\1.0-1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.stephenc.jcip\jcip-annotations\1.0-1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.github.stephenc.jcip\jcip-annotations\1.0-1\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.findbugs\jsr305\3.0.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.findbugs\jsr305\3.0.2\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.10\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.10.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.10.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.10.1\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.11.0\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.11.0\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.11.0\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.13.2\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.8.0\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson\2.8.9\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.10\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.10.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.10.1\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.11.0\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.13.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.8.0\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.code.gson\gson-parent\2.8.9\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.errorprone\error_prone_annotations\2.3.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.errorprone\error_prone_annotations\2.3.2\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.errorprone\error_prone_parent\2.3.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.errorprone\error_prone_parent\2.3.2\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.1\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.2\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.2\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\failureaccess\1.0.3\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\21.0\c5f7e3fe759bfc29dcb6fc6baddbbc5f\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\28.0-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\28.0-jre\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\31.0.1-jre\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\31.1-jre\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\32.1.2-jre\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\33.3.1-jre\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\33.3.1-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\33.3.1-jre\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava\33.5.0-jre\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\21.0\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\26.0-android\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\26.0-android\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\28.0-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\28.0-jre\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\31.0.1-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\31.1-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\32.1.2-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\33.3.1-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\33.4.0-android\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\guava-parent\33.5.0-jre\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\listenablefuture\9999.0-empty-to-avoid-conflict-with-guava\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.guava\listenablefuture\9999.0-empty-to-avoid-conflict-with-guava\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.j2objc\j2objc-annotations\1.3\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.google.j2objc\j2objc-annotations\1.3\2f8748e965ecb2135dad092e9ef808de\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.gradleup.shadow\com.gradleup.shadow.gradle.plugin\9.3.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.gradleup.shadow\shadow-gradle-plugin\9.3.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\66.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\70.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\71.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\73.2\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\76.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\76.1\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\76.1\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j\77.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.ibm.icu\icu4j-core-mojang\51.2\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.microsoft.azure\msal4j\1.15.0\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.microsoft.azure\msal4j\1.17.2\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.microsoft.azure\msal4j\1.17.2\26c913274550a0b2221f47a0fe2d2358\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.microsoft.azure\msal4j\1.17.2\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.microsoft.azure\msal4j\1.23.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\1.5.25\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\2.1.28\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\2.3.31\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\3.18.38\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\3.3.39\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\4.0.43\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\5.0.47\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\6.0.52\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\6.0.54\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\6.0.55\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\6.0.57\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\6.0.58\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\7.0.61\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\authlib\7.0.61\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\blocklist\1.0.10\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\blocklist\1.0.10\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\blocklist\1.0.5\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.0.17\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.0.18\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.1.8\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.2.9\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.3.10\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\brigadier\1.3.10\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\2.0.24\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\4.0.26\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\4.1.27\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\6.0.6\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\6.0.8\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\7.0.14\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\8.0.16\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\8.0.16\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\datafixerupper\9.0.19\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\javabridge\1.0.22\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\javabridge\1.1.23\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\javabridge\1.2.24\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\jtracy\1.0.29\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\jtracy\1.0.36\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\jtracy\1.0.36\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\jtracy\1.0.37\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.0.0\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.1.1\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.2.7\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.4.9\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.5.10\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.5.10\42d5112e53485e9f59b1068dfd734a05\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
C:\Documents and Settings\yukiho\.gradle\caches\modules-2\metadata-2.107\descriptors\com.mojang\logging\1.6.11\1aabd0c54952056a1ba4cd00590517b0\descriptor.bin,PEFormatError: 'DOS Header magic not found.'
